episode,reward,moves,checks,mates
3126,1.47,13,4,1
3127,0.3,64,13,0
3128,1.52,13,5,1
3129,0.25,59,12,0
3130,1.47,13,4,1
3131,0.13,58,10,0
3132,1.47,13,4,1
3133,-0.46,115,9,0
3134,1.47,13,4,1
3135,0.03,73,8,0
3136,1.46,14,4,1
3137,-0.26,93,9,0
3138,1.46,14,4,1
3139,0.23,46,9,0
3140,1.52,13,5,1
3141,0.25,61,12,0
3142,1.52,13,5,1
3143,0.16,63,11,0
3144,1.47,13,4,1
3145,0.08,66,10,0
3146,1.51,14,5,1
3147,-0.29,85,6,0
3148,1.46,14,4,1
3149,-2.0816682e-17,66,7,0
3150,1.52,13,5,1
3151,0.13,58,9,0
3152,1.46,14,4,1
3153,0.28,36,8,0
3154,1.52,13,5,1
3155,0.1,54,8,0
3156,1.5,15,5,1
3157,-0.06,80,10,0
3158,0.04,29,1,0
3159,0.43,24,9,0
3160,0.78,43,16,0
3161,0.32,52,12,0
3162,1.46,14,4,1
3163,0.22,44,6,0
3164,1.47,13,4,1
3165,0.29,23,7,0
3166,1.52,13,5,1
3167,0.15,49,8,0
3168,1.52,13,5,1
3169,0.01,48,6,0
3170,-0.11,36,2,0
3171,-0.56,65,9,0
3172,1.51,14,5,1
3173,-0.03,64,8,0
3174,1.51,14,5,1
3175,-0.05,56,5,0
3176,1.47,13,4,1
3177,0.11,63,10,0
3178,1.51,14,5,1
3179,-0.23,59,6,0
3180,1.51,14,5,1
3181,0.02,92,14,0
3182,1.51,14,5,1
3183,0.13,58,7,0
3184,1.47,13,4,1
3185,-0.25,64,4,0
3186,1.52,13,5,1
3187,0.02,59,7,0
3188,1.51,14,5,1
3189,0.21,48,9,0
3190,0.53,29,7,0
3191,0.05,41,7,0
3192,1.52,13,5,1
3193,0.03,62,7,0
3194,1.52,13,5,1
3195,0.06,30,5,0
3196,1.52,13,5,1
3197,-0.01,70,9,0
3198,1.46,14,4,1
3199,0.01,70,9,0
3200,1.47,13,4,1
3201,-0.01,40,4,0
3202,1.52,13,5,1
3203,0.16,66,9,0
3204,1.46,14,4,1
3205,0.16,48,8,0
3206,1.46,14,4,1
3207,0.2,44,8,0
3208,1.51,14,5,1
3209,0.11,85,14,0
3210,1.51,14,5,1
3211,0.02,52,7,0
3212,1.51,14,5,1
3213,-0.22,27,5,0
3214,1.52,13,5,1
3215,-0.26,63,2,0
3216,1.51,14,5,1
3217,0.2,46,8,0
3218,1.52,13,5,1
3219,0.21,64,11,0
3220,1.52,13,5,1
3221,0.16,48,8,0
3222,1.51,14,5,1
3223,0.03,51,7,0
3224,1.51,14,5,1
3225,0.34,62,12,0
3226,1.46,14,4,1
3227,0.01,50,6,0
3228,0.85,25,14,0
3229,0.11,53,8,0
3230,1.47,13,4,1
3231,0.24,55,11,0
3232,1.51,14,5,1
3233,0.2,79,15,0
3234,1.52,13,5,1
3235,0.39,23,8,0
3236,1.52,13,5,1
3237,0.35,23,6,0
3238,1.52,13,5,1
3239,0.19,46,7,0
3240,1.51,14,5,1
3241,-0.19,108,13,0
3242,1.52,13,5,1
3243,0.12,64,11,0
3244,1.47,13,4,1
3245,-0.09,85,9,0
3246,1.51,14,5,1
3247,0.12,23,2,0
3248,1.51,14,5,1
3249,-0.24,92,8,0
3250,1.52,13,5,1
3251,-0.53,41,6,0
3252,1.52,13,5,1
3253,0.04,65,9,0
3254,0.07,61,9,0
3255,-0.16,81,9,0
3256,1.51,14,5,1
3257,0.12,64,10,0
3258,1.52,13,5,1
3259,-0.86,148,11,0
3260,1.52,13,5,1
3261,0.08,93,15,0
3262,1.51,14,5,1
3263,-0.2,71,7,0
3264,1.51,14,5,1
3265,-0.02,71,9,0
3266,1.52,13,5,1
3267,0.19,95,18,0
3268,1.51,14,5,1
3269,0.1,57,7,0
3270,1.51,14,5,1
3271,0.16,58,10,0
3272,1.52,13,5,1
3273,0.16,45,5,0
3274,1.52,13,5,1
3275,-2.0816682e-17,71,9,0
3276,1.51,14,5,1
3277,0.21,43,8,0
3278,1.52,13,5,1
3279,0.24,55,11,0
3280,1.51,14,5,1
3281,-0.58,46,8,0
3282,1.51,14,5,1
3283,0.09,60,9,0
3284,1.52,13,5,1
3285,0.01,94,13,0
3286,1.52,13,5,1
3287,0.11,48,8,0
3288,1.51,14,5,1
3289,0.29,52,10,0
3290,1.51,14,5,1
3291,0.14,35,5,0
3292,1.52,13,5,1
3293,-0.11,68,4,0
3294,1.51,14,5,1
3295,0.37,52,13,0
3296,1.52,13,5,1
3297,0.09,45,6,0
3298,0.25,59,10,0
3299,0.31,85,16,0
3300,1.52,13,5,1
3301,0.33,58,13,0
3302,1.52,13,5,1
3303,0.34,45,11,0
3304,1.51,14,5,1
3305,-0.03,74,9,0
3306,1.54,17,6,1
3307,0.2,51,11,0
3308,1.51,14,5,1
3309,0.15,76,11,0
3310,1.52,13,5,1
3311,0.24,95,19,0
3312,1.52,13,5,1
3313,0.06,58,9,0
3314,1.51,14,5,1
3315,-0.05,73,6,0
3316,1.51,14,5,1
3317,0.01,43,7,0
3318,1.52,13,5,1
3319,0.53,78,19,0
3320,1.52,13,5,1
3321,-0.09,68,8,0
3322,1.46,14,4,1
3323,0.06,68,10,0
3324,1.52,13,5,1
3325,0.19,50,9,0
3326,1.51,14,5,1
3327,-0.6,131,18,0
3328,1.52,13,5,1
3329,0.18,71,9,0
3330,1.51,14,5,1
3331,-0.07,57,8,0
3332,1.51,14,5,1
3333,0.35,88,15,0
3334,1.46,14,4,1
3335,0.06,63,9,0
3336,1.51,14,5,1
3337,0.17,30,6,0
3338,1.51,14,5,1
3339,0.5,27,11,0
3340,1.52,13,5,1
3341,-0.04,78,11,0
3342,1.51,15,5,1
3343,0.23,52,9,0
3344,1.52,13,5,1
3345,-0.08,111,11,0
3346,1.52,13,5,1
3347,0.16,53,9,0
3348,1.51,14,5,1
3349,-0.02,101,15,0
3350,1.47,13,4,1
3351,0.37,39,8,0
3352,1.47,13,4,1
3353,0.02,114,16,0
3354,1.52,13,5,1
3355,0.21,105,20,0
3356,1.51,14,5,1
3357,0.28,73,13,0
3358,1.52,13,5,1
3359,0.07,66,15,0
3360,0.56,55,14,0
3361,0.63,48,15,0
3362,1.52,13,5,1
3363,0.58,48,14,0
3364,0.55,42,10,0
3365,0.05,48,7,0
3366,1.54,17,6,1
3367,0.38,75,15,0
3368,0.98,38,19,0
3369,-0.54,53,6,0
3370,1.52,13,5,1
3371,0.31,77,12,0
3372,1.51,14,5,1
3373,0.21,63,12,0
3374,1.52,13,5,1
3375,0.36,60,12,0
3376,1.51,14,5,1
3377,0.51,52,11,0
3378,0.58,39,11,0
3379,0.24,75,12,0
3380,1.52,13,5,1
3381,0.22,59,11,0
3382,1.52,13,5,1
3383,0.2,66,12,0
3384,0.79,27,13,0
3385,-0.07,102,9,0
3386,1.52,13,5,1
3387,0.51,70,17,0
3388,1.52,13,5,1
3389,-0.48,95,10,0
3390,1.52,13,5,1
3391,-0.02,83,11,0
3392,1.52,13,5,1
3393,0.29,72,13,0
3394,0.63,54,15,0
3395,0.37,44,10,0
3396,1.51,14,5,1
3397,0.52,39,11,0
3398,1.52,13,5,1
3399,-0.52,150,11,0
3400,0.23,59,8,0
3401,0.5,34,10,0
3402,1.52,13,5,1
3403,0.43,53,12,0
3404,1.52,13,5,1
3405,0.39,72,16,0
3406,1.51,14,5,1
3407,0.35,56,14,0
3408,1.51,14,5,1
3409,0.23,76,9,0
3410,1.52,13,5,1
3411,0.23,94,14,0
3412,1.51,14,5,1
3413,0.49,71,16,0
3414,0.74,53,15,0
3415,0.21,71,10,0
3416,-0.46,43,6,0
3417,0.72,57,15,0
3418,1.52,13,5,1
3419,0.39,35,12,0
3420,1.52,13,5,1
3421,1.55,16,10,1
3422,1.52,13,5,1
3423,0.39,84,15,0
3424,1.52,13,5,1
3425,0.4,34,8,0
3426,1.52,13,5,1
3427,0.42,32,10,0
3428,1.52,13,5,1
3429,0.51,45,12,0
3430,1.52,13,5,1
3431,0.77,99,26,0
3432,1.52,13,5,1
3433,0.51,78,21,0
3434,1.52,13,5,1
3435,-0.23,96,8,0
3436,1.52,13,5,1
3437,0.55,61,16,0
3438,1.52,13,5,1
3439,0.36,77,16,0
3440,1.52,13,5,1
3441,0.15,112,15,0
3442,1.51,14,5,1
3443,-0.08,99,11,0
3444,1.51,14,5,1
3445,0.26,82,12,0
3446,1.52,13,5,1
3447,0.42,87,21,0
3448,1.52,13,5,1
3449,0.17,81,10,0
3450,1.55,16,6,1
3451,1.43,38,10,1
3452,1.51,14,5,1
3453,-0.05,96,13,0
3454,1.52,13,5,1
3455,0.42,32,8,0
3456,1.52,13,5,1
3457,-0.19,99,15,0
3458,1.52,13,5,1
3459,0.15,81,16,0
3460,1.52,13,5,1
3461,0.25,56,10,0
3462,1.52,13,5,1
3463,0.61,102,23,0
3464,1.52,13,5,1
3465,0.2,104,20,0
3466,1.52,13,5,1
3467,0.14,65,11,0
3468,1.52,13,5,1
3469,0.24,100,15,0
3470,1.52,13,5,1
3471,0.25,66,11,0
3472,1.52,13,5,1
3473,0.53,75,16,0
3474,1.52,13,5,1
3475,-0.27,120,16,0
3476,1.52,13,5,1
3477,1.55,16,10,1
3478,1.52,13,5,1
3479,0.18,83,13,0
3480,1.52,13,5,1
3481,0.31,107,18,0
3482,1.52,13,5,1
3483,0.27,64,13,0
3484,1.52,13,5,1
3485,0.1,96,14,0
3486,1.52,13,5,1
3487,0.41,38,9,0
3488,1.52,13,5,1
3489,0.16,85,13,0
3490,1.52,13,5,1
3491,0.03,73,9,0
3492,1.52,13,5,1
3493,-0.35,111,11,0
3494,1.52,13,5,1
3495,0.16,38,7,0
3496,1.52,13,5,1
3497,0.34,84,14,0
3498,1.52,13,5,1
3499,0.35,99,17,0
3500,1.52,13,5,1
3501,0.82,81,23,0
3502,1.52,13,5,1
3503,0.39,99,18,0
3504,1.52,13,5,1
3505,0.21,85,14,0
3506,1.52,13,5,1
3507,0.67,81,20,0
3508,1.52,13,5,1
3509,0.23,65,8,0
3510,1.52,13,5,1
3511,0.39,84,15,0
3512,1.52,13,5,1
3513,0.22,92,14,0
3514,1.52,13,5,1
3515,0.21,99,14,0
3516,1.52,13,5,1
3517,-0.09,150,17,0
3518,1.52,13,5,1
3519,-0.42,108,9,0
3520,1.52,13,5,1
3521,0.21,97,14,0
3522,0.53,33,8,0
3523,0.29,127,21,0
3524,1.52,13,5,1
3525,0.97,81,28,0
3526,1.52,13,5,1
3527,0.62,51,13,0
3528,0.43,54,10,0
3529,0.49,77,18,0
3530,0.6,37,9,0
3531,0.23,95,14,0
3532,1.52,13,5,1
3533,0.45,93,18,0
3534,1.52,13,5,1
3535,0.52,93,20,0
3536,1.52,13,5,1
3537,0.11,109,14,0
3538,1.52,13,5,1
3539,0.49,74,15,0
3540,0.53,33,8,0
3541,0.55,32,13,0
3542,1.52,13,5,1
3543,0.43,104,16,0
3544,1.55,16,6,1
3545,0.37,86,15,0
3546,1.52,13,5,1
3547,0.48,73,18,0
3548,-0.33,56,8,0
3549,-0.16,32,7,0
3550,1.52,13,5,1
3551,-0.01,124,15,0
3552,0.52,47,10,0
3553,0.44,74,14,0
3554,1.52,13,5,1
3555,0.51,117,24,0
3556,1.52,13,5,1
3557,0.49,79,16,0
3558,0.34,47,11,0
3559,-0.19,85,9,0
3560,1.52,13,5,1
3561,-0.09,60,8,0
3562,1.52,13,5,1
3563,0.27,81,15,0
3564,0.45,38,9,0
3565,0.8,41,17,0
3566,0.57,35,8,0
3567,0.39,89,16,0
3568,0.25,43,8,0
3569,0.7,41,15,0
3570,0.45,47,9,0
3571,-0.28,136,12,0
3572,0.57,30,8,0
3573,0.41,50,13,0
3574,1.52,13,5,1
3575,0.69,66,19,0
3576,1.52,13,5,1
3577,0.48,70,14,0
3578,1.52,13,5,1
3579,-0.51,65,10,0
3580,0.27,41,8,0
3581,0.15,113,16,0
3582,1.52,13,5,1
3583,0.15,81,15,0
3584,1.52,13,5,1
3585,1.56,55,35,0
3586,0.28,34,5,0
3587,0.51,102,23,0
3588,1.52,13,5,1
3589,0.07,79,11,0
3590,1.52,13,5,1
3591,0.06,95,13,0
3592,1.52,13,5,1
3593,-0.72,83,6,0
3594,1.52,13,5,1
3595,0.33,94,15,0
3596,1.52,13,5,1
3597,0.56,60,16,0
3598,1.47,13,4,1
3599,0.64,47,15,0
3600,0.58,29,7,0
3601,0.2,71,11,0
3602,1.52,13,5,1
3603,0.69,49,14,0
3604,1.52,13,5,1
3605,1.05,36,21,0
3606,1.52,13,5,1
3607,1.08,43,23,0
3608,0.7,26,10,0
3609,0.78,43,17,0
3610,1.52,13,5,1
3611,-0.1,150,18,0
3612,1.52,13,5,1
3613,0.33,68,15,0
3614,1.52,13,5,1
3615,0.38,77,15,0
3616,1.52,13,5,1
3617,1.05,36,21,0
3618,1.47,13,4,1
3619,0.75,78,21,0
3620,1.52,13,5,1
3621,0.16,28,7,0
3622,1.52,13,5,1
3623,0.86,66,23,0
3624,1.52,13,5,1
3625,0.54,112,26,0
3626,1.52,13,5,1
3627,1.1,36,22,0
3628,1.52,13,5,1
3629,0.54,66,14,0
3630,1.52,13,5,1
3631,-0.2,93,5,0
3632,1.52,13,5,1
3633,0.02,105,14,0
3634,1.52,13,5,1
3635,0.49,49,10,0
3636,1.52,13,5,1
3637,1.01,45,22,0
3638,-0.21,30,2,0
3639,0.28,83,15,0
3640,1.52,13,5,1
3641,0.24,105,15,0
3642,1.52,13,5,1
3643,1.0,46,22,0
3644,1.46,15,4,1
3645,0.09,104,16,0
3646,1.52,13,5,1
3647,1.69,44,13,1
3648,1.52,13,5,1
3649,0.57,76,17,0
3650,1.52,13,5,1
3651,0.61,67,16,0
3652,1.47,13,4,1
3653,0.6,83,19,0
3654,1.52,13,5,1
3655,0.36,72,12,0
3656,1.52,13,5,1
3657,0.45,88,17,0
3658,1.52,13,5,1
3659,0.64,79,19,0
3660,1.52,13,5,1
3661,0.71,102,25,0
3662,1.52,13,5,1
3663,-0.03,126,15,0
3664,1.52,13,5,1
3665,0.25,141,22,0
3666,1.52,13,5,1
3667,0.51,72,15,0
3668,1.47,13,4,1
3669,0.33,95,16,0
3670,1.52,13,5,1
3671,0.27,71,10,0
3672,1.52,13,5,1
3673,-0.19,123,15,0
3674,1.52,13,5,1
3675,0.5,93,19,0
3676,1.52,13,5,1
3677,0.26,85,18,0
3678,1.52,13,5,1
3679,0.52,91,19,0
3680,1.52,13,5,1
3681,0.15,81,12,0
3682,1.51,15,5,1
3683,1.1,36,22,0
3684,1.52,13,5,1
3685,-0.22,105,8,0
3686,1.52,13,5,1
3687,0.51,80,19,0
3688,1.52,13,5,1
3689,0.52,81,17,0
3690,1.52,13,5,1
3691,1.1,36,22,0
3692,1.52,13,5,1
3693,0.29,84,13,0
3694,1.52,13,5,1
3695,0.01,72,18,0
3696,0.57,47,11,0
3697,0.74,99,27,0
3698,1.52,13,5,1
3699,0.68,61,15,0
3700,1.52,13,5,1
3701,0.66,87,22,0
3702,1.52,13,5,1
3703,1.05,41,22,0
3704,1.52,13,5,1
3705,0.29,94,15,0
3706,1.52,13,5,1
3707,-0.03,134,19,0
3708,1.52,13,5,1
3709,1.05,36,21,0
3710,1.52,13,5,1
3711,0.45,73,14,0
3712,1.52,13,5,1
3713,1.1,36,22,0
3714,1.52,13,5,1
3715,-0.45,148,14,0
3716,1.52,13,5,1
3717,-0.12,143,16,0
3718,1.52,13,5,1
3719,1.1,36,22,0
3720,1.52,13,5,1
3721,0.79,59,18,0
3722,1.52,13,5,1
3723,1.05,36,21,0
3724,1.52,13,5,1
3725,1.1,36,22,0
3726,1.52,13,5,1
3727,1.1,36,22,0
3728,1.52,13,5,1
3729,0.88,85,25,0
3730,1.52,13,5,1
3731,0.92,39,19,0
3732,1.52,13,5,1
3733,-0.34,63,5,0
3734,1.52,13,5,1
3735,0.44,84,16,0
3736,1.52,13,5,1
3737,-0.43,69,14,0
3738,1.52,13,5,1
3739,1.1,36,22,0
3740,1.52,13,5,1
3741,0.74,74,22,0
3742,1.52,13,5,1
3743,1.1,36,22,0
3744,1.52,13,5,1
3745,0.34,75,12,0
3746,1.52,13,5,1
3747,0.68,85,21,0
3748,1.52,13,5,1
3749,0.5,94,18,0
3750,1.52,13,5,1
3751,0.39,89,16,0
3752,1.52,13,5,1
3753,1.28,72,30,0
3754,1.52,13,5,1
3755,0.95,41,20,0
3756,1.52,13,5,1
3757,1.05,41,22,0
3758,1.52,13,5,1
3759,0.63,60,15,0
3760,1.52,13,5,1
3761,0.37,118,21,0
3762,1.52,13,5,1
3763,1.1,36,22,0
3764,1.52,13,5,1
3765,0.83,60,19,0
3766,1.52,13,5,1
3767,0.48,90,18,0
3768,1.52,13,5,1
3769,0.37,111,20,0
3770,1.52,13,5,1
3771,1.1,36,22,0
3772,1.52,13,5,1
3773,1.08,38,22,0
3774,1.52,13,5,1
3775,-0.45,88,19,0
3776,1.47,13,4,1
3777,0.22,91,13,0
3778,0.52,57,12,0
3779,0.62,94,24,0
3780,1.47,13,4,1
3781,0.71,62,17,0
3782,1.52,13,5,1
3783,0.78,60,18,0
3784,1.52,13,5,1
3785,0.73,65,18,0
3786,1.52,13,5,1
3787,0.15,150,22,0
3788,1.52,13,5,1
3789,0.84,59,19,0
3790,1.52,13,5,1
3791,0.73,55,16,0
3792,1.52,13,5,1
3793,0.49,74,15,0
3794,1.52,13,5,1
3795,0.87,61,20,0
3796,0.81,24,13,0
3797,0.69,64,17,0
3798,1.52,13,5,1
3799,0.6,48,12,0
3800,1.47,13,4,1
3801,0.61,50,15,0
3802,1.52,13,5,1
3803,1.1,36,22,0
3804,1.52,13,5,1
3805,0.69,79,20,0
3806,1.52,13,5,1
3807,0.67,69,16,0
3808,1.52,13,5,1
3809,0.72,56,16,0
3810,1.52,13,5,1
3811,1.04,42,22,0
3812,1.52,13,5,1
3813,0.48,80,16,0
3814,1.52,13,5,1
3815,0.64,54,14,0
3816,1.52,13,5,1
3817,0.45,83,16,0
3818,1.47,13,4,1
3819,0.49,60,12,0
3820,1.52,13,5,1
3821,0.76,79,21,0
3822,1.52,13,5,1
3823,0.88,80,24,0
3824,1.52,13,5,1
3825,0.78,80,24,0
3826,1.52,13,5,1
3827,0.64,86,20,0
3828,1.52,13,5,1
3829,0.32,74,14,0
3830,1.52,13,5,1
3831,0.92,39,19,0
3832,1.5,15,5,1
3833,0.48,65,13,0
3834,-0.2,56,1,0
3835,0.43,95,18,0
3836,-0.12,34,5,0
3837,0.4,73,13,0
3838,1.52,13,5,1
3839,0.94,102,29,0
3840,1.52,13,5,1
3841,0.86,50,20,0
3842,1.52,13,5,1
3843,1.1,36,22,0
3844,1.52,13,5,1
3845,1.05,41,22,0
3846,1.52,13,5,1
3847,1.43,48,31,0
3848,1.52,13,5,1
3849,1.05,36,21,0
3850,-0.01,34,2,0
3851,1.1,36,22,0
3852,1.52,13,5,1
3853,0.75,46,17,0
3854,1.52,13,5,1
3855,0.31,77,12,0
3856,1.52,13,5,1
3857,0.22,86,12,0
3858,1.52,13,5,1
3859,0.57,73,16,0
3860,1.52,13,5,1
3861,0.16,92,12,0
3862,1.52,13,5,1
3863,-0.58,140,20,0
3864,1.52,13,5,1
3865,0.65,108,25,0
3866,1.52,13,5,1
3867,-0.93,50,4,0
3868,1.52,13,5,1
3869,0.15,63,7,0
3870,1.52,13,5,1
3871,-0.59,78,19,0
3872,1.52,13,5,1
3873,1.05,41,22,0
3874,1.47,13,4,1
3875,1.1,38,22,0
3876,1.52,13,5,1
3877,1.1,36,22,0
3878,1.47,13,4,1
3879,1.05,43,22,0
3880,1.52,13,5,1
3881,0.91,72,23,0
3882,1.47,13,4,1
3883,1.05,41,22,0
3884,1.52,13,5,1
3885,1.03,45,22,0
3886,1.52,13,5,1
3887,0.98,43,21,0
3888,0.36,30,3,0
3889,0.49,120,24,0
3890,1.52,13,5,1
3891,0.83,60,19,0
3892,1.52,13,5,1
3893,1.1,36,22,0
3894,1.52,13,5,1
3895,0.9,41,19,0
3896,1.52,13,5,1
3897,0.65,63,16,0
3898,0.61,59,12,0
3899,1.09,37,22,0
3900,1.52,13,5,1
3901,0.36,92,16,0
3902,1.52,13,5,1
3903,1.08,38,22,0
3904,1.52,13,5,1
3905,1.1,36,22,0
3906,1.52,13,5,1
3907,0.44,71,13,0
3908,1.52,13,5,1
3909,0.97,34,19,0
3910,1.47,13,4,1
3911,0.92,39,19,0
3912,1.52,13,5,1
3913,1.05,43,22,0
3914,0.51,56,10,0
3915,1.13,38,23,0
3916,1.52,13,5,1
3917,0.12,46,7,0
3918,1.52,13,5,1
3919,0.69,89,22,0
3920,1.52,13,5,1
3921,1.25,51,28,0
3922,1.52,13,5,1
3923,1.12,39,23,0
3924,1.52,13,5,1
3925,0.48,80,16,0
3926,1.52,13,5,1
3927,1.07,39,22,0
3928,1.5,15,5,1
3929,0.67,72,18,0
3930,1.52,13,5,1
3931,0.27,81,14,0
3932,1.52,13,5,1
3933,1.1,36,22,0
3934,1.52,13,5,1
3935,1.1,36,22,0
3936,1.52,13,5,1
3937,0.54,64,14,0
3938,1.52,13,5,1
3939,1.09,37,22,0
3940,0.63,27,10,0
3941,1.08,38,22,0
3942,1.52,13,5,1
3943,1.09,37,22,0
3944,1.52,13,5,1
3945,1.04,37,21,0
3946,1.52,13,5,1
3947,0.53,66,17,0
3948,1.52,13,5,1
3949,-0.49,107,14,0
3950,1.52,13,5,1
3951,0.63,80,19,0
3952,1.52,13,5,1
3953,1.05,36,21,0
3954,1.52,13,5,1
3955,1.05,41,22,0
3956,1.52,13,5,1
3957,0.79,74,21,0
3958,1.52,13,5,1
3959,1.1,36,22,0
3960,1.52,13,5,1
3961,1.0,73,25,0
3962,1.52,13,5,1
3963,0.56,72,16,0
3964,1.52,13,5,1
3965,1.05,41,22,0
3966,1.52,13,5,1
3967,0.99,47,22,0
3968,1.52,13,5,1
3969,0.49,81,16,0
3970,1.52,13,5,1
3971,1.05,41,22,0
3972,1.52,13,5,1
3973,0.6,66,18,0
3974,1.52,13,5,1
3975,1.03,43,22,0
3976,1.52,13,5,1
3977,1.1,36,22,0
3978,1.5,15,5,1
3979,0.64,83,19,0
3980,1.52,13,5,1
3981,1.1,36,22,0
3982,1.52,13,5,1
3983,1.1,36,22,0
3984,1.52,13,5,1
3985,1.1,36,22,0
3986,1.51,14,5,1
3987,1.1,36,22,0
3988,1.52,13,5,1
3989,1.1,36,22,0
3990,1.52,13,5,1
3991,1.1,36,22,0
3992,1.52,13,5,1
3993,0.95,36,19,0
3994,1.52,13,5,1
3995,1.41,60,33,0
3996,1.52,13,5,1
3997,1.09,37,22,0
3998,1.52,13,5,1
3999,1.09,37,22,0
4000,1.52,13,5,1
4001,1.05,36,21,0
4002,1.52,13,5,1
4003,1.1,36,22,0
4004,1.52,13,5,1
4005,1.1,36,22,0
4006,1.52,13,5,1
4007,0.63,65,16,0
4008,1.52,13,5,1
4009,1.1,36,22,0
4010,1.52,13,5,1
4011,1.1,36,22,0
4012,1.52,13,5,1
4013,1.1,36,22,0
4014,1.52,13,5,1
4015,0.56,97,21,0
4016,1.52,13,5,1
4017,0.47,66,13,0
4018,1.52,13,5,1
4019,0.61,57,14,0
4020,1.52,13,5,1
4021,0.4,61,13,0
4022,1.52,13,5,1
4023,-0.49,121,9,0
4024,1.52,13,5,1
4025,1.03,45,22,0
4026,1.47,13,4,1
4027,0.96,49,21,0
4028,1.52,13,5,1
4029,1.05,36,21,0
4030,1.52,13,5,1
4031,0.67,65,16,0
4032,1.52,13,5,1
4033,1.1,36,22,0
4034,1.51,15,5,1
4035,1.08,38,22,0
4036,1.52,13,5,1
4037,1.1,36,22,0
4038,1.52,13,5,1
4039,0.47,63,12,0
4040,1.52,13,5,1
4041,1.1,36,22,0
4042,1.52,13,5,1
4043,1.1,36,22,0
4044,-0.09,42,1,0
4045,1.1,36,22,0
4046,1.52,13,5,1
4047,1.03,43,22,0
4048,1.52,13,5,1
4049,1.1,36,22,0
4050,1.52,13,5,1
4051,0.32,83,13,0
4052,1.52,13,5,1
4053,0.54,61,14,0
4054,1.52,13,5,1
4055,0.51,72,15,0
4056,-0.1,36,3,0
4057,1.1,36,22,0
4058,1.52,13,5,1
4059,1.42,56,32,0
4060,1.52,13,5,1
4061,1.1,36,22,0
4062,1.52,13,5,1
4063,1.04,37,21,0
4064,1.52,13,5,1
4065,0.32,76,12,0
4066,1.52,13,5,1
4067,1.1,36,22,0
4068,1.52,13,5,1
4069,1.41,60,33,0
4070,1.52,13,5,1
4071,1.18,38,24,0
4072,1.52,13,5,1
4073,0.47,68,13,0
4074,1.52,13,5,1
4075,1.1,36,22,0
4076,1.52,13,5,1
4077,0.32,29,6,0
4078,1.52,13,5,1
4079,1.1,36,22,0
4080,1.52,13,5,1
4081,1.08,38,22,0
4082,1.52,13,5,1
4083,1.1,36,22,0
4084,1.52,13,5,1
4085,1.1,36,22,0
4086,1.52,13,5,1
4087,1.1,36,22,0
4088,1.52,13,5,1
4089,1.1,36,22,0
4090,1.52,13,5,1
4091,0.64,79,19,0
4092,1.52,13,5,1
4093,1.1,36,22,0
4094,1.52,13,5,1
4095,1.1,36,22,0
4096,1.52,13,5,1
4097,1.07,39,22,0
4098,1.52,13,5,1
4099,1.1,36,22,0
4100,1.52,13,5,1
4101,1.1,38,22,0
4102,1.52,13,5,1
4103,1.1,36,22,0
4104,1.52,13,5,1
4105,0.54,77,19,0
4106,1.52,13,5,1
4107,1.03,43,22,0
4108,1.52,13,5,1
4109,1.1,36,22,0
4110,1.52,13,5,1
4111,1.1,36,22,0
4112,1.52,13,5,1
4113,1.11,45,24,0
4114,1.52,13,5,1
4115,1.08,38,22,0
4116,0.17,44,9,0
4117,1.1,36,22,0
4118,1.52,13,5,1
4119,0.5,73,17,0
4120,1.52,13,5,1
4121,1.14,44,24,0
4122,1.52,13,5,1
4123,1.03,43,22,0
4124,1.52,13,5,1
4125,1.1,36,22,0
4126,1.52,13,5,1
4127,1.05,41,22,0
4128,1.52,13,5,1
4129,-2.11,147,16,0
4130,1.52,13,5,1
4131,0.63,92,21,0
4132,1.52,13,5,1
4133,1.1,36,22,0
4134,1.52,13,5,1
4135,1.1,36,22,0
4136,1.52,13,5,1
4137,1.62,58,34,0
4138,1.52,13,5,1
4139,0.97,34,19,0
4140,1.52,13,5,1
4141,0.54,66,14,0
4142,1.47,13,4,1
4143,0.62,66,16,0
4144,1.52,13,5,1
4145,-0.32,78,19,0
4146,1.47,13,4,1
4147,1.1,36,22,0
4148,1.52,13,5,1
4149,1.05,41,22,0
4150,1.52,13,5,1
4151,1.25,48,27,0
4152,1.52,13,5,1
4153,1.1,36,22,0
4154,1.47,13,4,1
4155,0.6,98,22,0
4156,1.52,13,5,1
4157,1.1,36,22,0
4158,1.52,13,5,1
4159,0.43,60,11,0
4160,1.52,13,5,1
4161,1.1,36,22,0
4162,1.52,13,5,1
4163,0.25,74,13,0
4164,1.52,13,5,1
4165,1.1,36,22,0
4166,1.52,13,5,1
4167,-0.7,43,11,0
4168,1.52,13,5,1
4169,1.1,36,22,0
4170,1.52,13,5,1
4171,0.51,105,24,0
4172,1.52,13,5,1
4173,0.89,86,25,0
4174,1.52,13,5,1
4175,1.09,37,22,0
4176,1.52,13,5,1
4177,1.1,38,22,0
4178,1.52,13,5,1
4179,1.07,41,22,0
4180,1.52,13,5,1
4181,1.1,36,22,0
4182,1.52,13,5,1
4183,1.09,37,22,0
4184,1.52,13,5,1
4185,0.45,49,12,0
4186,0.65,25,10,0
4187,0.6,65,15,0
4188,1.52,13,5,1
4189,1.05,41,22,0
4190,1.52,13,5,1
4191,1.09,37,22,0
4192,1.52,13,5,1
4193,1.1,36,22,0
