episode,reward,moves,checks,mates
1065,-5.4,150,1,0
1066,-2.94903e-17,47,3,0
1067,-1.57,18,0,0
1068,-0.38,28,0,0
1069,-2.09,46,2,0
1070,-0.59,31,0,0
1071,-1.05,8,0,0
1072,-0.15,31,0,0
1073,-0.37,64,5,0
1074,-0.66,26,0,0
1075,-2.98,119,1,0
1076,-1.45,23,0,0
1077,-2.39,126,0,0
1078,-0.82,34,0,0
1079,-1.11,6,0,0
1080,-0.25,25,1,0
1081,-3.84,150,0,0
1082,-0.08,31,1,0
1083,-2.15,77,0,0
1084,-0.2,35,1,0
1085,-2.6,76,0,0
1086,-0.39,41,0,0
1087,-2.18,62,1,0
1088,-0.14,35,0,0
1089,-2.3,110,0,0
1090,-1.25,57,4,0
1091,-2.14,61,0,0
1092,-0.87,48,0,0
1093,-3.91,150,0,0
1094,-0.27,35,0,0
1095,-1.28,62,0,0
1096,-0.28,43,1,0
1097,-4.7,150,0,0
1098,-1.28,49,0,0
1099,-1.08,111,4,0
1100,-1.23,27,1,0
1101,-6.15,125,0,0
1102,-0.03,26,0,0
1103,-3.39,99,0,0
1104,-0.65,39,0,0
1105,-3.3,118,0,0
1106,-1.0,37,0,0
1107,-5.08,150,0,0
1108,-0.09,25,0,0
1109,-2.06,59,0,0
1110,-0.34,53,0,0
1111,-2.21,98,0,0
1112,-0.08,24,0,0
1113,-5.58,129,2,0
1114,-0.34,24,1,0
1115,-2.99,123,0,0
1116,-0.85,46,0,0
1117,-1.33,123,2,0
1118,-0.59,35,1,0
1119,-2.34,93,0,0
1120,-0.36,33,0,0
1121,-1.68,39,0,0
1122,-0.75,35,0,0
1123,-3.35,107,1,0
1124,-0.62,33,0,0
1125,-2.84,150,2,0
1126,-0.64,38,1,0
1127,-3.76,84,0,0
1128,-0.52,38,1,0
1129,-1.79,75,0,0
1130,-0.2,28,0,0
1131,-3.68,92,0,0
1132,0.02,33,0,0
1133,-1.54,59,2,0
1134,-1.45,40,1,0
1135,-1.13,48,2,0
1136,-0.24,30,0,0
1137,-2.0,39,0,0
1138,-0.36,30,3,0
1139,-4.24,150,0,0
1140,-0.27,29,1,0
1141,-2.08,55,1,0
1142,-0.8,44,2,0
1143,-4.71,150,2,0
1144,-0.59,36,0,0
1145,-2.6,145,0,0
1146,-0.09,25,0,0
1147,-1.95,78,0,0
1148,-0.03,24,1,0
1149,-1.76,55,0,0
1150,-0.4,23,0,0
1151,-0.88,31,0,0
1152,-0.3,35,0,0
1153,-3.66,92,0,0
1154,-0.46,44,4,0
1155,-3.2,102,3,0
1156,-0.84,34,0,0
1157,-3.24,150,0,0
1158,-0.15,36,1,0
1159,-1.42,41,2,0
1160,-1.4,63,1,0
1161,-3.67,150,2,0
1162,-0.29,39,0,0
1163,-1.52,61,1,0
1164,-0.14,30,0,0
1165,-1.26,43,1,0
1166,-0.78,43,0,0
1167,-3.08,90,0,0
1168,-0.84,41,0,0
1169,-4.49,150,3,0
1170,-0.59,50,0,0
1171,-3.64,150,0,0
1172,-0.29,30,0,0
1173,-1.29,46,6,0
1174,-0.03,22,0,0
1175,-1.18,9,0,0
1176,-0.57,23,0,0
1177,-3.15,150,0,0
1178,-0.09,33,0,0
1179,-2.74,78,1,0
1180,-0.4,36,0,0
1181,-3.98,150,2,0
1182,-1.54,51,0,0
1183,-1.38,48,0,0
1184,-0.46,26,0,0
1185,-1.63,64,1,0
1186,0.01,33,0,0
1187,-2.38,62,3,0
1188,-1.13,10,1,0
1189,-3.08,136,2,0
1190,-0.79,43,1,0
1191,-5.0,150,0,0
1192,-0.19,27,0,0
1193,-0.59,38,1,0
1194,-0.39,38,0,0
1195,-1.05,18,0,0
1196,-1.3,51,0,0
1197,-2.42,131,0,0
1198,-0.59,45,2,0
1199,-1.06,9,0,0
1200,-0.99,39,0,0
1201,-2.11,127,0,0
1202,-0.1,26,0,0
1203,-4.25,150,0,0
1204,-0.24,41,1,0
1205,-6.01,150,0,0
1206,-0.15,29,0,0
1207,-2.35,126,0,0
1208,-0.03,24,0,0
1209,-4.71,150,1,0
1210,-0.66,34,0,0
1211,-1.13,3,0,0
1212,-0.55,51,1,0
1213,-4.63,149,0,0
1214,-0.84,42,0,0
1215,-1.24,57,3,0
1216,-0.21,38,1,0
1217,-2.65,71,0,0
1218,-0.3,31,0,0
1219,-2.16,69,0,0
1220,-0.01,32,2,0
1221,-2.08,58,0,0
1222,-0.85,44,0,0
1223,-1.53,15,0,0
1224,-0.72,58,0,0
1225,-4.6,150,0,0
1226,0.04,24,2,0
1227,-3.01,94,1,0
1228,-0.74,35,0,0
1229,-2.94,88,1,0
1230,0.22,24,3,0
1231,-4.24,150,3,0
1232,-0.11,25,0,0
1233,-0.97,44,0,0
1234,-0.25,41,0,0
1235,-4.7,150,0,0
1236,-0.43,29,0,0
1237,-1.36,68,1,0
1238,-0.28,34,2,0
1239,-4.6,119,0,0
1240,-0.36,48,0,0
1241,-6.02,150,0,0
1242,-0.05,33,2,0
1243,-4.42,150,0,0
1244,-0.5,47,1,0
1245,-4.65,150,2,0
1246,-0.28,25,1,0
1247,-2.08,65,0,0
1248,-0.32,42,0,0
1249,-2.97,150,1,0
1250,-0.15,34,0,0
1251,-3.37,91,0,0
1252,-0.69,40,0,0
1253,-0.7,41,0,0
1254,-0.42,35,0,0
1255,-2.61,56,1,0
1256,-0.17,52,2,0
1257,-1.13,3,0,0
1258,-0.18,34,1,0
1259,-3.11,150,2,0
1260,-0.05,21,0,0
1261,-4.6,150,0,0
1262,-0.13,27,0,0
1263,-3.91,115,0,0
1264,-0.24,45,0,0
1265,-2.16,105,0,0
1266,-0.34,35,0,0
1267,-1.28,23,1,0
1268,-0.34,45,1,0
1269,-2.58,64,2,0
1270,-1.36,56,1,0
1271,-1.15,47,1,0
1272,-0.48,51,1,0
1273,-1.0,44,0,0
1274,0.08,23,2,0
1275,-4.48,150,0,0
1276,-0.33,39,0,0
1277,-3.94,108,0,0
1278,-0.14,40,1,0
1279,-1.92,59,1,0
1280,0.01,33,3,0
1281,-2.61,52,1,0
1282,-0.55,27,1,0
1283,-4.3,150,1,0
1284,-0.44,31,0,0
1285,-0.14,24,1,0
1286,-1.45,58,3,0
1287,-5.09,150,0,0
1288,0.04,33,4,0
1289,-1.57,63,2,0
1290,-0.85,40,0,0
1291,-3.49,149,5,0
1292,-0.53,35,0,0
1293,-2.62,77,0,0
1294,-1.0,46,0,0
1295,-1.76,34,0,0
1296,-0.56,34,0,0
1297,-1.2,35,2,0
1298,-0.17,35,0,0
1299,-1.65,55,0,0
1300,-0.49,27,0,0
1301,-2.36,53,1,0
1302,-0.46,45,0,0
1303,-3.62,150,0,0
1304,-0.74,36,0,0
1305,-1.25,43,0,0
1306,-0.93,39,0,0
1307,-4.76,150,1,0
1308,-1.36,45,0,0
1309,-1.71,40,0,0
1310,-0.05,26,1,0
1311,-1.37,30,0,0
1312,-0.39,49,0,0
1313,-1.33,37,0,0
1314,-0.19,36,1,0
1315,-2.56,43,0,0
1316,-0.46,29,1,0
1317,-0.96,10,1,0
1318,-0.06,27,1,0
1319,-4.4,150,1,0
1320,-0.22,36,0,0
1321,-1.78,38,0,0
1322,-1.98,77,4,0
1323,-2.59,81,2,0
1324,-0.09,28,1,0
1325,-5.05,150,0,0
1326,-1.07,35,0,0
1327,-4.03,150,0,0
1328,-0.01,20,0,0
1329,-1.28,42,0,0
1330,-0.59,59,1,0
1331,-2.12,99,0,0
1332,-0.43,26,0,0
1333,-0.91,52,0,0
1334,-0.75,41,2,0
1335,-1.07,2,0,0
1336,-0.33,36,0,0
1337,-4.24,150,3,0
1338,-0.41,33,0,0
1339,-3.33,145,1,0
1340,-0.58,48,0,0
1341,-0.91,7,0,0
1342,-0.57,30,0,0
1343,-1.51,39,0,0
1344,0.09,32,1,0
1345,-4.67,150,0,0
1346,-0.41,24,0,0
1347,-3.25,140,1,0
1348,-0.26,33,0,0
1349,-3.66,150,0,0
1350,-0.95,40,0,0
1351,-1.13,43,0,0
1352,-0.3,45,4,0
1353,-4.17,150,0,0
1354,-0.09,30,2,0
1355,-2.52,123,1,0
1356,-0.3,46,0,0
1357,-2.0,57,0,0
1358,-0.06,27,1,0
1359,-2.31,45,1,0
1360,-1.18,24,2,0
1361,-2.85,62,1,0
1362,-0.35,25,1,0
1363,-0.88,40,1,0
1364,-0.59,32,0,0
1365,-4.91,150,4,0
1366,-0.44,36,3,0
1367,-2.94,80,0,0
1368,-0.66,34,0,0
1369,-1.37,44,0,0
1370,-0.09,39,2,0
1371,-4.4,150,1,0
1372,-0.16,32,0,0
1373,-5.04,150,3,0
1374,-0.53,33,0,0
1375,-2.16,68,0,0
1376,-0.57,26,1,0
1377,-5.14,150,0,0
1378,-0.39,30,2,0
1379,-1.32,89,0,0
1380,-0.53,45,1,0
1381,-2.3,59,0,0
1382,-0.26,55,1,0
1383,-1.86,55,3,0
1384,-0.74,29,0,0
1385,-3.12,148,0,0
1386,-0.76,44,0,0
1387,-1.16,21,0,0
1388,-0.11,30,2,0
1389,-1.97,50,1,0
1390,-0.27,35,0,0
1391,-4.53,150,0,0
1392,-0.16,30,3,0
1393,-2.89,95,0,0
1394,-0.56,43,0,0
1395,-3.11,99,1,0
1396,0.11,34,2,0
1397,-4.65,150,1,0
1398,-0.41,35,3,0
1399,-5.16,141,1,0
1400,-2.04,66,1,0
1401,-5.15,131,0,0
1402,-0.53,34,2,0
1403,-5.52,150,1,0
1404,-0.25,41,1,0
1405,-1.14,57,0,0
1406,-0.06,26,1,0
1407,-1.36,45,0,0
1408,-0.48,26,0,0
1409,-2.47,88,3,0
1410,-0.71,30,0,0
1411,-3.08,60,1,0
1412,-0.3,35,0,0
1413,-3.8,150,0,0
1414,-0.07,26,0,0
1415,-1.18,9,0,0
1416,-0.82,42,1,0
1417,-3.36,92,0,0
1418,-0.33,45,3,0
1419,-3.04,150,0,0
1420,-0.61,44,1,0
1421,-2.48,150,0,0
1422,-0.01,27,2,0
1423,-0.81,30,0,0
1424,-0.31,32,1,0
1425,-3.04,76,0,0
1426,0.14,41,6,0
1427,-1.89,33,2,0
1428,-0.56,34,1,0
1429,-0.98,8,0,0
1430,-0.61,76,4,0
1431,-5.31,150,1,0
1432,0.01,35,1,0
1433,-5.12,150,0,0
1434,-0.91,12,1,0
1435,-5.77,150,0,0
1436,0.02,32,3,0
1437,-2.78,150,2,0
1438,-0.39,52,7,0
1439,-4.99,150,0,0
1440,-0.65,31,1,0
1441,-2.76,87,0,0
1442,0.24,33,3,0
1443,-2.25,106,1,0
1444,-0.75,31,1,0
1445,-1.85,46,3,0
1446,0.02,53,5,0
1447,-3.48,121,5,0
1448,1.08,11,2,1
1449,-4.17,90,0,0
1450,0.04,30,1,0
1451,-4.95,150,1,0
1452,-0.02,31,1,0
1453,-0.11,50,3,0
1454,-0.29,36,3,0
1455,-0.38,40,2,0
1456,-0.79,61,3,0
1457,-3.15,78,0,0
1458,-0.1,36,2,0
1459,-2.07,76,0,0
1460,-2.2551405e-17,44,4,0
1461,-3.0,107,0,0
1462,-0.85,57,0,0
1463,-0.96,53,0,0
1464,-0.88,39,0,0
1465,-3.6,127,0,0
1466,-0.15,31,0,0
1467,-2.8,71,0,0
1468,-0.51,60,0,0
1469,-2.12,73,0,0
1470,-0.33,35,1,0
1471,-1.26,14,0,0
1472,-0.18,44,3,0
1473,-2.28,73,0,0
1474,-0.73,37,2,0
1475,-4.85,150,2,0
1476,-0.29,31,1,0
1477,-2.43,102,0,0
1478,-1.43,71,1,0
1479,-4.44,150,0,0
1480,-0.14,43,2,0
1481,-0.82,49,0,0
1482,0.2,28,4,0
1483,-4.49,138,0,0
1484,-2.4286129e-17,26,1,0
1485,-5.3,150,0,0
1486,-0.28,42,1,0
1487,-0.74,38,0,0
1488,0.04,33,1,0
1489,-1.12,7,0,0
1490,0.2,27,3,0
1491,-1.98,40,0,0
1492,-0.15,33,0,0
1493,-2.15,150,0,0
1494,-0.17,44,1,0
1495,-5.08,146,0,0
1496,-0.12,38,1,0
1497,-4.79,150,1,0
1498,-0.27,46,1,0
1499,-2.87,63,1,0
1500,-1.1,60,1,0
1501,-1.94,77,2,0
1502,-0.77,33,1,0
1503,-1.82,55,0,0
1504,-0.83,41,0,0
1505,-1.51,54,0,0
1506,-1.0,49,2,0
1507,-1.76,123,0,0
1508,-0.36,50,2,0
1509,-1.7,80,4,0
1510,-0.2,55,2,0
1511,-2.09,49,1,0
1512,-0.46,43,6,0
1513,-0.91,102,3,0
1514,-0.31,26,1,0
1515,-1.42,43,0,0
1516,-0.53,29,0,0
1517,-1.63,47,2,0
1518,-0.43,35,2,0
1519,-4.82,150,0,0
1520,-0.12,53,2,0
1521,-2.97,65,0,0
1522,-0.22,42,7,0
1523,-2.68,105,0,0
1524,-0.75,36,1,0
1525,-3.8,150,2,0
1526,-1.21,69,0,0
1527,-4.98,135,0,0
1528,0.05,37,2,0
1529,-0.5,45,4,0
1530,-0.27,35,1,0
1531,-4.09,150,0,0
1532,-0.19,37,1,0
1533,-4.22,150,0,0
1534,-2.61,80,2,0
1535,-4.49,150,1,0
1536,-0.63,67,1,0
1537,-3.32,74,0,0
1538,-0.69,42,2,0
1539,-3.47,98,1,0
1540,-0.17,52,4,0
1541,-1.9,55,0,0
1542,-0.25,49,2,0
1543,-2.69,72,2,0
1544,-0.18,55,4,0
1545,-1.36,21,0,0
1546,-0.03,35,3,0
1547,-2.6,68,1,0
1548,-0.61,72,5,0
1549,-3.78,97,3,0
1550,-0.67,32,0,0
1551,-1.23,51,0,0
1552,-1.0,16,1,0
1553,-1.35,124,1,0
1554,-0.08,23,1,0
1555,-2.1,48,0,0
1556,-0.26,39,3,0
1557,-2.17,64,0,0
1558,-0.14,41,2,0
1559,-3.19,150,0,0
1560,-0.5,31,1,0
1561,-2.36,133,1,0
1562,-0.36,43,0,0
1563,-2.24,58,3,0
1564,-0.28,30,2,0
1565,-2.42,82,0,0
1566,-0.21,33,0,0
1567,-3.31,124,2,0
1568,-0.36,56,4,0
1569,-4.38,150,4,0
1570,-2.01,84,5,0
1571,-1.21,50,0,0
1572,-0.13,31,1,0
1573,1.08,20,2,1
1574,-0.98,52,4,0
1575,-1.48,46,2,0
1576,-0.15,31,1,0
1577,-3.84,150,4,0
1578,0.06,32,3,0
1579,-0.72,33,0,0
1580,-0.03,39,4,0
1581,-0.64,37,5,0
1582,-0.55,44,0,0
1583,-1.34,62,3,0
1584,0.22,40,4,0
1585,-1.7,84,0,0
1586,-0.63,41,1,0
1587,-2.16,82,3,0
1588,-1.12,51,6,0
1589,-4.53,124,2,0
1590,0.07,23,1,0
1591,-3.73,150,3,0
1592,-0.22,43,1,0
1593,-0.81,38,4,0
1594,-0.19,43,2,0
1595,-1.38,39,0,0
1596,0.28,31,2,0
1597,-2.39,87,2,0
1598,-0.07,33,2,0
1599,-2.65,113,2,0
1600,-0.23,38,2,0
1601,-3.71,104,0,0
1602,-0.78,36,2,0
1603,-4.59,150,1,0
1604,-0.29,42,1,0
1605,-1.6,31,1,0
1606,0.17,32,2,0
1607,-1.38,88,1,0
1608,-1.03,49,6,0
1609,-3.25,150,1,0
1610,-0.16,39,2,0
1611,-1.68,41,0,0
1612,0.08,45,5,0
1613,-0.7,42,3,0
1614,-0.38,55,2,0
1615,-1.42,70,4,0
1616,0.36,56,9,0
1617,-2.01,104,0,0
1618,0.06,43,4,0
1619,-3.57,73,2,0
1620,-0.21,32,0,0
1621,-3.25,137,1,0
1622,-0.06,49,5,0
1623,-3.42,128,1,0
1624,0.23,39,4,0
1625,-2.98,100,1,0
1626,-0.1,39,1,0
1627,-3.03,66,1,0
1628,-0.58,37,1,0
1629,-0.62,48,0,0
1630,-0.65,44,3,0
1631,-3.72,100,3,0
1632,-0.46,35,3,0
1633,-1.3,22,0,0
1634,0.13,31,3,0
1635,-3.43,150,0,0
1636,-0.97,42,3,0
1637,-3.58,103,0,0
1638,-0.44,46,4,0
1639,-1.84,89,1,0
1640,-0.27,35,1,0
1641,-2.59,47,0,0
1642,0.14,52,7,0
1643,-0.98,8,3,0
1644,0.13,41,3,0
1645,-3.21,99,0,0
1646,0.12,30,3,0
1647,-1.78,36,0,0
1648,-0.64,46,6,0
1649,-1.61,46,0,0
1650,-0.34,45,2,0
1651,-2.98,107,4,0
1652,-0.65,54,7,0
1653,-5.57,150,0,0
1654,-0.26,39,4,0
1655,-1.85,94,1,0
1656,-0.83,25,5,0
1657,-3.89,145,4,0
1658,-0.05,28,1,0
1659,-1.48,143,5,0
1660,-0.75,54,5,0
1661,-2.55,124,0,0
1662,-0.05,31,1,0
1663,-1.52,95,3,0
1664,0.07,36,2,0
1665,-1.6,52,0,0
1666,-0.31,42,3,0
1667,-1.72,67,3,0
1668,-0.31,42,1,0
1669,-4.06,128,2,0
1670,0.11,39,10,0
1671,-4.82,150,8,0
1672,1.33,22,4,1
1673,-4.49,112,0,0
1674,0.49,43,10,0
1675,-4.3,150,3,0
1676,-3.469447e-17,40,4,0
1677,-3.14,134,1,0
1678,-0.37,32,3,0
1679,-1.29,50,1,0
1680,-0.04,52,4,0
1681,-0.44,51,2,0
1682,-0.85,50,2,0
1683,-3.31,134,5,0
1684,0.05,35,3,0
1685,-1.03,6,0,0
1686,0.56,31,7,0
1687,-2.85,143,5,0
1688,0.18,48,11,0
1689,-1.06,62,0,0
1690,-1.08,62,3,0
1691,-1.85,47,6,0
1692,-0.06,35,2,0
1693,-2.44,105,0,0
1694,-0.18,35,4,0
1695,-1.9,65,1,0
1696,-0.09,29,3,0
1697,-1.77,101,3,0
1698,0.17,37,5,0
1699,-1.41,48,3,0
1700,0.24,47,10,0
1701,-1.77,60,1,0
1702,0.11,41,9,0
1703,-1.32,51,2,0
1704,-1.05,55,2,0
1705,-1.15,132,3,0
1706,0.3,43,7,0
1707,-1.68,86,13,0
1708,0.27,37,6,0
1709,-3.22,150,1,0
1710,0.45,61,12,0
1711,-1.48,87,5,0
1712,-0.34,38,2,0
1713,-2.47,74,3,0
1714,0.45,34,7,0
1715,-1.29,70,2,0
1716,0.09,52,8,0
1717,-0.8,34,5,0
1718,0.32,39,8,0
1719,-2.74,150,4,0
1720,-2.13,82,4,0
1721,-3.61,150,2,0
1722,-3.23,150,6,0
1723,-1.16,75,2,0
1724,0.26,55,10,0
1725,-0.62,69,2,0
1726,-0.06,36,4,0
1727,1.13,13,2,1
1728,1.7,26,10,1
1729,-1.61,53,2,0
1730,0.37,34,6,0
1731,-1.27,54,1,0
1732,0.29,48,7,0
1733,-2.6,105,5,0
1734,0.43,49,10,0
1735,-1.22,111,0,0
1736,-0.52,37,1,0
1737,-2.2,53,1,0
1738,0.44,43,9,0
1739,-2.07,124,7,0
1740,0.41,47,10,0
1741,-1.09,49,3,0
1742,1.6,15,7,1
1743,-1.35,61,5,0
1744,0.64,42,13,0
1745,-1.37,53,1,0
1746,0.47,39,8,0
1747,-1.16,21,2,0
1748,-0.08,61,8,0
1749,-2.41,111,3,0
1750,0.17,27,3,0
1751,-1.41,148,3,0
1752,-0.23,45,9,0
1753,-1.52,32,3,0
1754,0.51,55,15,0
1755,-2.64,88,5,0
1756,-1.46,85,11,0
1757,-4.94,124,1,0
1758,0.25,74,9,0
1759,-2.22,76,7,0
1760,-0.85,11,2,0
1761,-0.2,52,8,0
1762,-1.34,75,4,0
1763,-1.46,25,1,0
1764,0.59,52,15,0
1765,-2.4,137,3,0
1766,0.38,41,5,0
1767,-1.4,50,0,0
1768,-0.03,52,10,0
1769,-2.41,150,3,0
1770,-0.13,41,2,0
1771,-1.89,111,3,0
1772,0.49,38,9,0
1773,-1.43,20,1,0
1774,-2.6020852e-17,46,7,0
1775,-3.51,150,3,0
1776,0.33,43,13,0
1777,-4.57,133,2,0
1778,0.32,70,12,0
1779,-3.08,123,3,0
1780,-0.23,44,11,0
1781,-0.94,43,2,0
1782,0.5,42,10,0
1783,-0.94,36,2,0
1784,0.21,37,6,0
1785,-1.51,50,1,0
1786,0.14,40,3,0
1787,-3.27,98,1,0
1788,-2.82,138,7,0
1789,-1.5,92,1,0
1790,0.69,57,18,0
1791,-1.81,78,5,0
1792,0.38,49,10,0
1793,-2.31,74,2,0
1794,-1.47,92,7,0
1795,-0.68,39,5,0
1796,0.39,47,8,0
1797,-1.3,43,7,0
1798,0.55,46,11,0
1799,-3.69,150,7,0
1800,0.39,42,9,0
1801,-2.21,99,5,0
1802,-1.65,54,10,0
1803,-5.27,150,3,0
1804,0.14,35,6,0
1805,-0.66,38,2,0
1806,-0.02,41,4,0
1807,-2.02,74,1,0
1808,0.39,58,13,0
1809,-2.54,96,7,0
1810,0.2,47,11,0
1811,-5.38,148,2,0
1812,0.33,30,4,0
1813,-3.24,150,4,0
1814,0.27,50,8,0
1815,-4.13,150,5,0
1816,-0.51,41,2,0
1817,-1.62,74,2,0
1818,0.29,52,7,0
1819,-3.7,130,4,0
1820,0.7,41,13,0
1821,-2.26,75,1,0
1822,-0.31,34,5,0
1823,-0.97,50,4,0
1824,0.05,50,9,0
1825,-3.62,102,2,0
1826,0.01,52,11,0
1827,-2.28,140,2,0
1828,0.65,42,11,0
1829,-1.47,81,5,0
1830,0.42,40,7,0
1831,-1.54,61,4,0
1832,-1.16,77,8,0
1833,-1.35,38,6,0
1834,0.64,31,11,0
1835,-2.93,97,4,0
1836,0.46,31,5,0
1837,-1.0,93,4,0
1838,0.53,39,9,0
1839,-2.24,116,1,0
1840,-0.9,72,8,0
1841,-4.16,150,6,0
1842,0.2,59,7,0
1843,-2.75,150,5,0
1844,0.23,54,9,0
1845,-4.39,116,4,0
1846,-0.02,41,4,0
1847,-3.2,150,2,0
1848,0.63,17,8,0
1849,-3.65,87,2,0
1850,0.63,17,8,0
1851,-0.49,61,4,0
1852,1.66,25,9,1
1853,-0.95,39,1,0
1854,0.58,28,8,0
1855,-2.46,79,2,0
1856,0.13,49,6,0
1857,-2.56,84,4,0
1858,-0.02,74,10,0
1859,-2.14,100,5,0
1860,0.44,49,13,0
1861,-2.27,77,5,0
1862,0.77,38,15,0
1863,-0.13,73,5,0
1864,0.32,60,11,0
1865,-0.58,47,5,0
1866,-2.7755576e-17,64,9,0
1867,-3.02,95,3,0
1868,0.47,42,8,0
1869,-2.11,89,6,0
1870,0.47,61,12,0
1871,-2.45,116,3,0
1872,0.2,67,12,0
1873,-1.35,150,8,0
1874,0.41,50,9,0
1875,-0.73,53,3,0
1876,0.17,49,6,0
1877,-1.82,101,9,0
1878,0.46,46,9,0
1879,-4.11,123,3,0
1880,0.19,47,9,0
1881,-0.64,40,3,0
1882,0.53,37,10,0
1883,-2.07,46,0,0
1884,0.53,33,9,0
1885,-3.44,80,5,0
1886,0.63,17,8,0
1887,-1.69,57,2,0
1888,0.44,49,12,0
1889,-3.61,116,6,0
1890,0.4,49,7,0
1891,-2.98,150,3,0
1892,0.22,40,4,0
1893,-1.31,63,3,0
1894,0.63,17,8,0
1895,-0.23,57,5,0
1896,0.39,41,8,0
1897,-2.54,65,5,0
1898,0.63,17,8,0
1899,-2.8,150,7,0
1900,0.37,55,8,0
1901,-0.99,7,1,0
1902,-0.76,59,5,0
1903,-1.52,104,2,0
1904,0.08,60,7,0
1905,-3.31,150,2,0
1906,0.38,27,5,0
1907,-3.9,126,1,0
1908,0.14,43,10,0
1909,-2.41,81,5,0
1910,-0.43,52,9,0
1911,-2.27,111,2,0
1912,-0.13,82,9,0
1913,-0.07,51,6,0
1914,0.15,57,7,0
1915,-2.61,145,6,0
1916,0.68,27,11,0
1917,-4.13,131,3,0
1918,0.34,42,7,0
1919,-1.37,80,4,0
1920,0.2,53,12,0
1921,-2.34,150,5,0
1922,0.53,53,11,0
1923,-3.64,124,2,0
1924,-0.17,61,8,0
1925,-1.77,96,3,0
1926,0.59,48,11,0
1927,-2.11,65,4,0
1928,0.36,47,10,0
1929,-1.32,83,4,0
1930,0.17,56,7,0
1931,-1.08,112,1,0
1932,0.75,35,14,0
1933,-1.95,143,3,0
1934,0.37,59,12,0
1935,-1.04,52,2,0
1936,0.59,42,13,0
1937,0.07,77,10,0
1938,0.22,56,6,0
1939,-4.04,150,4,0
1940,-0.17,39,2,0
1941,-1.57,150,6,0
1942,1.57,13,6,1
1943,-3.24,150,3,0
1944,0.59,67,13,0
1945,-3.01,150,2,0
1946,0.27,60,11,0
1947,-1.13,59,3,0
1948,0.14,64,8,0
1949,-0.23,70,5,0
1950,0.75,51,17,0
1951,-1.21,63,3,0
1952,0.16,45,9,0
1953,-1.3,84,6,0
1954,0.38,23,4,0
1955,-0.42,62,5,0
1956,0.47,35,9,0
1957,-2.66,131,5,0
1958,0.31,45,7,0
1959,-4.17,150,2,0
1960,0.71,40,14,0
1961,-0.64,55,2,0
1962,0.69,52,15,0
1963,-3.63,150,1,0
1964,0.61,19,8,0
1965,-0.9,65,2,0
1966,0.51,24,7,0
1967,-0.16,79,6,0
1968,0.61,19,8,0
1969,-1.22,111,2,0
1970,0.63,17,8,0
1971,-1.23,80,4,0
1972,0.61,19,8,0
1973,-2.5,83,4,0
1974,0.46,19,5,0
1975,-0.38,52,8,0
1976,0.67,40,12,0
1977,-0.98,11,2,0
1978,0.63,17,8,0
1979,-1.06,22,2,0
1980,0.51,24,7,0
1981,-0.51,60,6,0
1982,0.73,30,11,0
1983,-0.05,64,7,0
1984,0.67,23,10,0
1985,-4.98,150,3,0
1986,0.6,47,12,0
1987,-1.4,79,8,0
1988,0.19,84,16,0
1989,-1.46,135,6,0
1990,0.38,50,11,0
1991,-0.56,41,2,0
1992,0.43,28,6,0
1993,-2.11,109,5,0
1994,0.13,50,9,0
1995,-0.63,92,6,0
1996,0.61,19,8,0
1997,-3.15,86,1,0
1998,0.59,53,14,0
1999,-2.82,111,2,0
2000,0.09,81,9,0
2001,-2.14,150,4,0
2002,0.64,21,9,0
2003,-2.2,77,0,0
2004,0.63,17,8,0
2005,-0.53,52,7,0
2006,0.64,21,9,0
2007,-1.9,64,3,0
2008,0.56,31,9,0
2009,-2.95,84,1,0
2010,0.61,52,15,0
2011,-2.88,147,5,0
2012,0.69,31,12,0
2013,-0.97,88,4,0
2014,0.29,37,5,0
2015,-2.76,150,8,0
2016,-0.53,64,11,0
2017,-0.66,77,4,0
2018,0.48,38,10,0
2019,-0.22,75,6,0
2020,0.45,40,9,0
2021,0.15,33,4,0
2022,0.7,25,11,0
2023,-0.64,59,3,0
2024,0.61,19,8,0
2025,-1.96,138,6,0
2026,-0.03,32,3,0
2027,-2.86,79,3,0
2028,0.36,56,10,0
2029,-0.22,51,0,0
2030,0.67,23,10,0
2031,-1.43,88,2,0
2032,0.37,29,6,0
2033,-3.23,95,3,0
2034,0.33,53,14,0
2035,-1.75,122,7,0
2036,0.8,25,13,0
2037,-2.39,150,5,0
2038,0.69,27,11,0
2039,-0.52,49,7,0
2040,0.66,52,15,0
2041,-3.59,119,5,0
2042,0.63,17,8,0
2043,-0.76,89,5,0
2044,0.31,52,8,0
2045,-1.47,97,3,0
2046,0.22,51,8,0
2047,-1.94,150,7,0
2048,0.54,38,10,0
2049,-1.24,71,2,0
2050,0.49,37,9,0
2051,-3.469447e-17,62,6,0
2052,0.54,42,11,0
2053,-1.47,70,8,0
2054,0.5,31,8,0
2055,1.34,15,5,1
2056,0.44,31,7,0
2057,-0.79,136,6,0
2058,0.44,43,9,0
2059,-0.8,17,4,0
2060,0.56,35,9,0
2061,-1.48,67,7,0
2062,0.63,17,8,0
2063,-1.45,59,3,0
2064,-1.02,44,8,0
2065,-0.52,34,4,0
2066,0.3,53,11,0
2067,-1.16,70,7,0
2068,0.28,44,5,0
2069,-4.94,150,7,0
2070,0.67,35,12,0
2071,-0.14,64,6,0
2072,0.08,70,13,0
2073,-0.32,30,2,0
2074,0.64,68,17,0
